"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","%D","ADP","Bye","% Owned"
"Johnson, Ty","MD","RB,FLX","Sr","44","FA","Tex Sat 12:00PM","61.5","6.83","100%","136.08","5","0%"
"Williams, Aaron","Neb","DB","Sr","45","FA","Akr Sat 8:00PM","58.5","8.36","0%","-","9","-"
"Miller, Grayson","MSU","LB,DB","Sr","46","FA","UtSt Fri 7:00PM","56.5","8.07","0%","-","3","-"
"Watson, Tre","MD","LB","Sr","47","FA","Tex Sat 12:00PM","55","6.11","0%","-","5","-"
"Wilkins, Kevin","Rut","DL","Sr","48","FA","TxSt Sat 12:00PM","53.5","6.69","0%","-","9","-"
"Ingold, Alec","Wisc","RB,FLX","Sr","49","FA","W Ky Fri 9:00PM","49.5","6.19","0%","-","5","0%"
"Polk, Brandon","PSU","WR,FLX","Jr","50","FA","App Sat 3:30PM","49.5","4.12","0%","-","6","0%"
"Brown, Torrence","PSU","DL","Sr","51","FA","App Sat 3:30PM","48","9.6","0%","-","6","-"
"Butler, Jabari","PSU","DB","Jr","52","FA","App Sat 3:30PM","47.4","11.85","0%","-","6","-"
"Dowell, Andrew","MSU","LB","Sr","53","FA","UtSt Fri 7:00PM","47","5.88","0%","-","3","-"
"Jacobs, Taivon","MD","WR,FLX","Sr","54","FA","Tex Sat 12:00PM","46.5","4.23","13%","268.6","5","0%"
"Booker, Dante","OHSt","LB","Sr","55","FA","OreSt Sat 12:00PM","46.5","6.64","0%","-","9","-"
"Cooper, Jake","PSU","LB","Sr","56","FA","App Sat 3:30PM","40.5","6.75","0%","-","6","-"
"Bowen, Manny","PSU","LB","Sr","57","WW","App Sat 3:30PM","38","4.75","0%","-","6","-"
"Samuels, Kayton","Ind","DL","Sr","58","FA","@FLInt Sat 7:00PM","37","4.62","0%","-","10","-"
"Nelson, Matt","Iowa","DL","Sr","59","FA","NIU Sat 3:30PM","34","4.86","0%","-","5","-"
"Hilliman, Jonathan","Rut","RB,FLX","Sr","60","FA","TxSt Sat 12:00PM","33.5","8.38","62%","-","9","0%"
"Connelly, Ryan","Wisc","LB","Sr","61","FA","W Ky Fri 9:00PM","33.5","4.79","0%","-","5","-"
"Ozigbo, Devine","Neb","RB,FLX","Sr","62","FA","Akr Sat 8:00PM","32.5","4.06","5%","-","9","0%"
"Thompson, Jordan","NW","DL","Sr","63","FA","@Purd Thu 8:00PM","32","3.2","0%","-","4","-"
"Majette, Mike","Ind","RB,FLX","Sr","64","FA","@FLInt Sat 7:00PM","31.5","3.94","0%","-","10","0%"
"Dixon, D'Cota","Wisc","DB","Sr","65","FA","W Ky Fri 9:00PM","30","3.75","0%","-","5","-"
"Shenault, Antonio","Minn","DB","Sr","66","FA","NMSt Thu 7:00PM","30","6","0%","-","5","-"
"McSorley, Trace","PSU","QB,FLX","Sr","67","FA","App Sat 3:30PM","28","4.67","100%","21.55","6","100%"
"Scott, Nick","PSU","DB","Sr","68","FA","App Sat 3:30PM","28","2.55","0%","-","6","-"
"Willis Jr., Dameon","Ind","LB","Jr","69","FA","@FLInt Sat 7:00PM","28","4","0%","-","10","-"
"James, Chris","Wisc","RB,FLX","Sr","70","FA","W Ky Fri 9:00PM","26","2.6","0%","443.2","5","0%"
"Nuernberger, Sean","OHSt","K","Sr","71","FA","OreSt Sat 12:00PM","25","6.25","100%","115.08","9","100%"
"Savage, Jr., Darnell","MD","DB","Sr","72","FA","Tex Sat 12:00PM","24","4.8","0%","-","5","-"
"Allen, Mark","PSU","RB,FLX","Sr","73","FA","App Sat 3:30PM","23","3.29","100%","-","6","0%"
"Herdman, Cole","Purd","TE,FLX","Sr","74","FA","NW Thu 8:00PM","23","2.09","1%","-","6","0%"
"Roberts, Deonte","Rut","LB","Sr","75","FA","TxSt Sat 12:00PM","22","3.67","0%","-","9","-"
"Willis, Khari","MSU","DB","Sr","76","FA","UtSt Fri 7:00PM","22","3.67","0%","-","3","-"
"Davenport, Jahrvis","MD","WR,FLX","Sr","77","FA","Tex Sat 12:00PM","20.5","4.1","0%","-","5","0%"
"Edwards, Avery","MD","TE,FLX","Sr","78","FA","Tex Sat 12:00PM","20","2.86","0%","-","5","0%"
"Reed, Antonio","Neb","DB","Sr","79","FA","Akr Sat 8:00PM","20","2.86","0%","-","9","-"
"Gossage, Paul","Minn","WR,FLX","Jr","80","FA","NMSt Thu 7:00PM","18.5","2.64","0%","-","5","0%"
"Thompkins, DeAndre","PSU","WR,FLX","Sr","81","FA","App Sat 3:30PM","18","1.8","3%","365.5","6","0%"
"Bailey, Markus","Purd","LB","Jr","82","FA","NW Thu 8:00PM","18","9","0%","-","6","-"
"Sagapolu, Olive","Wisc","DL","Sr","83","FA","W Ky Fri 9:00PM","18","6","0%","-","5","-"
"Gifford, Luke","Neb","LB","Sr","84","FA","Akr Sat 8:00PM","17.5","5.83","0%","-","9","-"
"Perry, Grant","Mich","WR,FLX","Sr","85","FA","@ND Sat 7:30PM","17","2.83","0%","-","9","0%"
"Stoltenberg, Mick","Neb","DL","Sr","86","FA","Akr Sat 8:00PM","16","8","0%","-","9","-"
"Watson, Brandon","Mich","DB","Sr","87","FA","@ND Sat 7:30PM","16","2.67","0%","-","9","-"
"Mends, Aaron","Iowa","LB","Sr","88","FA","NIU Sat 3:30PM","15","3","0%","-","5","-"
"Brookins, Ricky","Ind","RB,FLX","Sr","89","FA","@FLInt Sat 7:00PM","14.5","2.42","0%","-","10","0%"
"Brown, Jalen","NW","WR,FLX","Sr","90","FA","@Purd Thu 8:00PM","13","2.17","0%","-","4","0%"
"Burgess, Jarrett","Purd","WR,FLX","Sr","91","FA","NW Thu 8:00PM","12","2","0%","-","6","0%"
"Mays, Sam","Ill","WR,FLX","Sr","92","FA","Kent Sat 12:00PM","12","3","0%","-","5","0%"
"Cowart, Byron","MD","DL","Jr","93","FA","Tex Sat 12:00PM","12","1.5","0%","-","5","-"
"Farrar, Arrington","Wisc","LB","Sr","94","FA","W Ky Fri 9:00PM","12","2.4","0%","-","5","-"
"McGee, Jared","NW","DB","Sr","95","FA","@Purd Thu 8:00PM","12","6","0%","-","4","-"
"Morris, Trevor","Rut","LB","Sr","96","FA","TxSt Sat 12:00PM","12","2.4","0%","-","9","-"
"Westbrook, Nick","Ind","WR,FLX","Jr","97","FA","@FLInt Sat 7:00PM","11","2.2","100%","82.28","10","100%"
"Bateky, Jon","Rut","DL","Sr","98","FA","TxSt Sat 12:00PM","10.5","3.5","0%","-","9","-"
"Kulka, Brett","MD","DL","Sr","99","FA","Tex Sat 12:00PM","10.5","3.5","0%","-","5","-"
"Timian, Luke","Ind","WR,FLX","Sr","100","FA","@FLInt Sat 7:00PM","10","5","59%","-","10","0%"
"Ferguson, Tyrin","Neb","LB","Jr","101","FA","Akr Sat 8:00PM","10","2","0%","-","9","-"
"Morrissey, Matt","MSU","DB","Sr","102","FA","UtSt Fri 7:00PM","10","2.5","0%","-","3","-"
"Oruwariye, Amani","PSU","DB","Sr","103","FA","App Sat 3:30PM","10","2.5","0%","-","6","-"
"Smith, Tyson","MSU","DB","Sr","104","FA","UtSt Fri 7:00PM","10","2.5","0%","-","3","-"
"Cashman, Blake","Minn","LB","Sr","105","FA","NMSt Thu 7:00PM","9.5","3.17","0%","-","5","-"
"Roberts, Jelani","NW","WR,FLX","Sr","106","FA","@Purd Thu 8:00PM","8","0.89","0%","-","4","0%"
"Cason, Tim","Purd","DB","Sr","107","FA","NW Thu 8:00PM","8","2.67","0%","-","6","-"
"Furbush, Noah","Mich","LB","Sr","108","FA","@ND Sat 7:30PM","8","1.6","0%","-","9","-"
"Hartage, Montre","NW","DB","Sr","109","FA","@Purd Thu 8:00PM","8","2.67","0%","-","4","-"
"Robinson, Jacob","Ind","DL","Sr","110","FA","@FLInt Sat 7:00PM","8","2.67","0%","-","10","-"
"Tanyi, Mbi","MD","DL","Sr","111","FA","Tex Sat 12:00PM","8","4","0%","-","5","-"
"Oxley, Ben","NW","DL","Sr","112","FA","@Purd Thu 8:00PM","6","2","0%","-","4","-"
"Sykes, Nile","Ind","DL","Sr","113","FA","@FLInt Sat 7:00PM","6","2","0%","-","10","-"
"Van Ginkel, Andrew","Wisc","LB","Sr","114","FA","W Ky Fri 9:00PM","6","6","0%","-","5","-"
"Wilbon, Mikale","Neb","RB,FLX","Sr","115","FA","Akr Sat 8:00PM","5","2.5","0%","-","9","0%"
"Davis III, Felton","MSU","WR,FLX","Sr","116","FA","UtSt Fri 7:00PM","4","2","100%","99.7","3","100%"
"Gervase, Jake","Iowa","DB","Sr","117","FA","NIU Sat 3:30PM","4","2","0%","-","5","-"
"Hockaday, Jack","Iowa","LB","Sr","118","FA","NIU Sat 3:30PM","4","2","0%","-","5","-"
"Kinnel, Tyree","Mich","DB","Sr","119","FA","@ND Sat 7:30PM","4","2","0%","-","9","-"
"Winovich, Chase","Mich","DL","Sr","120","FA","@ND Sat 7:30PM","4","2","100%","175","9","-"
"Marshall, Lawrence","Mich","DL","Sr","121","FA","@ND Sat 7:30PM","3.5","3.5","0%","-","9","-"
"Hale, Donavan","Ind","WR,FLX","Jr","122","FA","@FLInt Sat 7:00PM","3","0.75","0%","-","10","0%"
"Nagel, Flynn","NW","WR,FLX","Sr","123","FA","@Purd Thu 8:00PM","3","1","0%","-","4","0%"
"Dixon, Johnnie","OHSt","WR,FLX","Sr","124","FA","OreSt Sat 12:00PM","2","2","3%","350.91","9","0%"
"Edwards, Berkley","Mich","RB,FLX","Sr","125","WW","@ND Sat 7:30PM","2","2","0%","-","9","0%"
"Recinos, Miguel","Iowa","K","Sr","126","FA","NIU Sat 3:30PM","2","2","0%","-","5","0%"
"Thomas, Johnathan","PSU","RB,FLX","Sr","127","FA","App Sat 3:30PM","2","0.67","0%","-","6","0%"
"Egbuaba, Nnamdi","MD","LB","Sr","128","FA","Tex Sat 12:00PM","2","2","0%","-","5","-"
"Huff, Jacob","Minn","DB","Sr","129","FA","NMSt Thu 7:00PM","2","2","0%","-","5","-"
"Hughes, Casey","Mich","DB","Sr","130","WW","@ND Sat 7:30PM","2","2","0%","-","9","-"
"Higdon, Karan","Mich","RB,FLX","Sr","131","FA","@ND Sat 7:30PM","1","0.33","100%","91.65","9","100%"
"Washington, Jerome","Rut","TE,FLX","Sr","132","FA","TxSt Sat 12:00PM","1","1","3%","455.9","9","0%"
"Dobbins, J.K.","OHSt","RB,FLX","So","133","FA","OreSt Sat 12:00PM","0","0","100%","23.28","9","100%"
"Fant, Noah","Iowa","TE,FLX","Jr","134","FA","NIU Sat 3:30PM","0","0","100%","57.4","5","100%"
"Haskins, Dwayne","OHSt","QB,FLX","So","135","FA","OreSt Sat 12:00PM","0","0","100%","35.07","9","100%"
"Larkin, Jeremy","NW","RB,FLX","So","136","FA","@Purd Thu 8:00PM","0","0","100%","66.6","4","100%"
"Lewerke, Brian","MSU","QB,FLX","Jr","137","FA","UtSt Fri 7:00PM","0","0","100%","105.69","3","100%"
"Martinez, Adrian","Neb","QB,FLX","Fr","138","FA","Akr Sat 8:00PM","0","0","100%","143.75","9","100%"
"Patterson, Shea","Mich","QB,FLX","Jr","139","FA","@ND Sat 7:30PM","0","0","100%","128.46","9","100%"
"Sanders, Miles","PSU","RB,FLX","Jr","140","FA","App Sat 3:30PM","0","0","100%","56.81","6","100%"
"Taylor, Jonathan","Wisc","RB,FLX","So","141","FA","W Ky Fri 9:00PM","0","0","100%","7.23","5","100%"
"Weber, Mike","OHSt","RB,FLX","Jr","142","FA","OreSt Sat 12:00PM","0","0","100%","108.41","9","100%"
"Abbott, A.J.","Wisc","WR,FLX","Fr","143","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Albericci, Austin","Rut","QB,FLX","Fr","144","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Alexander, Javez","MSU","WR,FLX","Fr","145","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Alioth Jr., Chad","Neb","WR,FLX","Fr","146","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Allen, Austin","Neb","TE,FLX","Fr","147","FA","Akr Sat 8:00PM","0","0","5%","-","9","0%"
"Anderson Jr., Amad","Purd","WR,FLX","Fr","148","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Anderson, Drake","NW","RB,FLX","Fr","149","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Anderson, Evan","Purd","RB,FLX","Fr","150","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Andrews, Austin","MSU","RB,FLX,DB","So","151","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Annexstad, Brock","Minn","WR,FLX","Fr","152","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Annexstad, Zack","Minn","QB,FLX","Fr","153","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Anthony, Max","Rut","RB,FLX","Jr","154","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Anthrop, Jackson","Purd","WR,FLX","So","155","FA","NW Thu 8:00PM","0","0","10%","-","6","0%"
"Arcangelo, Joe","PSU","TE,FLX","Jr","156","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Armour, Alfred","Purd","RB,FLX","Fr","157","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Autman-Bell, Chris","Minn","WR,FLX","Fr","158","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Babb, Kamryn","OHSt","WR,FLX","Fr","159","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Baldwin, Matthew","OHSt","QB,FLX","Fr","160","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Banker, Christian","Neb","WR,FLX","Fr","161","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Banks, Aaron","Purd","QB,FLX","Sr","162","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Barber, Matt","MD","K","Sr","163","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Barker, Daniel","Ill","TE,FLX","Fr","164","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Barnes, Noah","MD","TE,FLX","So","165","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Barnwell, Elijah","Rut","RB,FLX,LB","Fr","166","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Barrett, Michael","Mich","RB,FLX","Fr","167","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Barton, Khylin","MSU","WR,FLX","So","168","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Bateman, Rashod","Minn","WR,FLX","Fr","169","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Baty, Ramsey","Mich","TE,FLX","Fr","170","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Beebe, Colton","Minn","TE,FLX","Jr","171","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Bell, Greg","Neb","RB,FLX","Jr","172","FA","Akr Sat 8:00PM","0","0","100%","199.94","9","0%"
"Bell, Ronnie","Mich","WR,FLX","Fr","173","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Belt, Brody","Neb","RB,FLX","Fr","174","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Benzschawel, Luke","Wisc","TE,FLX","So","175","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Berry, Justin","Ind","WR,FLX","So","176","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Berry, Rashod","OHSt","TE,FLX","Jr","177","FA","OreSt Sat 12:00PM","0","0","20%","185.11","9","0%"
"Beyer, Shaun","Iowa","TE,FLX","So","178","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Bican, Gage","OHSt","WR,FLX","Jr","179","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Bican, Luciano","OHSt","WR,FLX","Jr","180","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Bjorson, Matt","Ind","TE,FLX","Fr","181","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Black, Tarik","Mich","WR,FLX","So","182","FA","@ND Sat 7:30PM","0","0","100%","158.6","9","0%"
"Blackshear, Raheem","Rut","RB,FLX","So","183","FA","TxSt Sat 12:00PM","0","0","7%","344.2","9","0%"
"Bobak, Christian","Ill","RB,FLX,DB","So","184","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Bonner, Jordan","Purd","WR,FLX","Fr","185","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Bonner, Ra'Von","Ill","RB,FLX","So","186","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Bonner, Shaun","Ind","TE,FLX","So","187","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Bortenschlager, Max","MD","QB,FLX","Jr","188","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Bousky, Alex","NW","RB,WR,FLX","Sr","189","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Bowers, Nick","PSU","TE,FLX","Jr","190","FA","App Sat 3:30PM","0","0","9%","285.76","6","0%"
"Bowser, Isaiah","NW","RB,FLX","Fr","191","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Bradley, Jaylin","Neb","RB,FLX","So","192","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Bravo, Brian","Purd","K","Sr","193","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Bridges, Weston","MSU","RB,FLX","Fr","194","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Brooks, Blair","Iowa","WR,FLX","Fr","195","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Brown, Cameron","OHSt","WR,FLX","Fr","196","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Brown, Dre","Ill","RB,FLX","Jr","197","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Brown, Jesse","NW","RB,FLX","So","198","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Brown, Journey","PSU","RB,FLX","Fr","199","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Brown, Justin","MD","WR,FLX","Fr","200","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Brown, Matt","Mich","RB,FLX","So","201","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Brumbaugh, Legend","MD","QB,FLX","So","202","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Bryan, Kyshaun","Iowa","RB,FLX","Fr","203","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Bryant, Moses","Neb","RB,WR,FLX,DB","Fr","204","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Bryant, Tre","Neb","RB,FLX","Jr","205","FA","Akr Sat 8:00PM","0","0","100%","158.38","9","0%"
"Buckman, Luke","Mich","TE,FLX","Fr","206","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Bunch, Andrew","Neb","QB,FLX","So","207","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Bursch, Nathan","Minn","TE,FLX","Fr","208","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Burton, Reid","MSU","RB,FLX","So","209","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Bush, AJ","Ill","QB,FLX","Sr","210","WW","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Bush, Peter","Mich","RB,FLX","Jr","211","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Campbell, Charles","Ind","K","Fr","212","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Campbell, Parris","OHSt","WR,FLX","Sr","213","FA","OreSt Sat 12:00PM","0","0","100%","119.56","9","0%"
"Camper, Jack","MSU","TE,FLX,DL","Fr","214","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Capehart, Tahj","MD","WR,FLX","So","215","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Caratan, George","Mich","K","Fr","216","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Cardillo, Jack","Ind","K","Fr","217","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Carollo, Danny","Purd","QB,FLX","So","218","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Carpenter, Emmit","Minn","K","Sr","219","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Carriere, Carlos","MD","WR,FLX","Fr","220","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Carter, Edwin","Ill","WR,FLX","Fr","221","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Carter, Nate","Wisc","QB,FLX","Fr","222","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Catlett, Keyron","Purd","WR,FLX","So","223","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Cephus, Quintez","Wisc","WR,FLX","Jr","224","FA","W Ky Fri 9:00PM","0","0","9%","259.28","5","0%"
"Chaffin, Ty","Neb","WR,FLX","So","225","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Chambers, Cam","MSU","WR,FLX","So","226","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Char, Jared","Mich","RB,FLX","Jr","227","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Chatman, Jalen","Rut","QB,FLX","Fr","228","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Checa, Rafael","PSU","K","Fr","229","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Chenal, John","Wisc","RB,FLX","Fr","230","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Chiaokhiao-Bowman, Ramaud","NW","WR,FLX","So","231","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Chisena, Dan","PSU","WR,FLX","Jr","232","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Clarkin, Brian","MD","QB,FLX","Fr","233","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Clifford, Sean","PSU","QB,FLX","Fr","234","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Coan, Jack","Wisc","QB,FLX","So","235","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Cobbs, Brian","MD","WR,FLX","Fr","236","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Coghlin, Matt","MSU","K","So","237","FA","UtSt Fri 7:00PM","0","0","11%","-","3","0%"
"Collins, Nico","Mich","WR,FLX","So","238","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Collins, Zac","Purd","K","Fr","239","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
